X,Y,OBJECTID,PROJECT_NAME,ASSET_CATEGORY,PRACTICE_TYPE,CREDIT_RECEIVED,ACRES_MANAGED,DESCRIPTION,DESIGNER,INSTALLER,MAINTAINER,MEDIA_URL,ADDITIONAL_PRACTICETYPE,GALLONS_MANAGED_MG,PRACTICE_AREA,NEIGHBORHOOD,PROJECT_REASON,DESIGN_DATE,PROJECT_COST,MAINTENANCE_COST,MAX_DEPTH,UNDERDRAIN,PIPE_DIAMETER,STORM_EVENT_SIZE,CONSTRUCTION_START,OWNER_TYPE,INVERT_PIPE_in,Latitude,Longitude,GlobalID,DISTRICT,MEDIA_URL2,MEDIA_URL3,VIDEO_URL,Project_Page_URL,DOC_URL2,DOC_URL1,Num_RainBarrells,Size_RainBarrel,Downspout_RainBarrel,Purpose_RainBarrels,Installation_Date,OTHER_PRACTICETYPE,Secondary_Project_Reason,Project_Engineer,DEPTH
-9244680.3664,5213656.7349,779,Sacred Heart Church Parking Lot GSI Retrofit,Drainage Credit,Bioretention,Yes,0.083,"Using nature, TNC partnered with the parish to create one of Detroit’s largest GSI projects at a faith-based institution. This retrofit keeps millions of gallons out of the sewer system annually and manages runoff from 1.4 impervious acres. The bioretention gardens add native plants and greenspace to the parking lot and earn the parish a 51% green credit on their drainage charge. Thanks to the Ralph C. Wilson, Jr. & DTE Foundations for funding and to the Garden Club for stewardship and upkeep!",SmithGroup JJR,WCI Contractors,Sacred Heart Church (with 3 years of initial support from TNC),https://dwsd.box.com/shared/static/vzja9cdr1819u5th9ydq0wvnicwu4rer.jpg,,0.076,,Eastern Market,Drainage Credit,2018/05/01 00:00:00+00,,,,Yes,,,2019/07/01 00:00:00+00,Faith-Based,,,,380c6bab-06e2-445d-8760-d95429742951,District 5,https://dwsd.box.com/shared/static/msjr2h8vf9stgmatnr7m0o2q0j4xuo74.png,https://dwsd.box.com/shared/static/m5vq2s10byear2qysrkufwgl9awaqljo.jpg,https://www.youtube.com/watch?v=OqFSDu5O3Vg&feature=youtu.be,https://detroitstormwater.org/projects/sacred-heart-church-parking-lot-gsi-retrofit-2,,https://dwsd.box.com/shared/static/xcqa2y2l17dp7ocbpvdimcw6stigzpsu.pdf,,,,,2019/11/01 00:00:00+00,,,SmithGroup JJR,
-9244654.7196,5213597.3424,780,Sacred Heart Church Parking Lot GSI Retrofit,Drainage Credit,Bioretention,Yes,1.1261,"Using nature, TNC partnered with the parish to create one of Detroit’s largest GSI projects at a faith-based institution. This retrofit keeps millions of gallons out of the sewer system annually and manages runoff from 1.4 impervious acres. The bioretention gardens add native plants and greenspace to the parking lot and earn the parish a 51% green credit on their drainage charge. Thanks to the Ralph C. Wilson, Jr. & DTE Foundations for funding and to the Garden Club for stewardship and upkeep!",SmithGroup JJR,WCI Contractors,Sacred Heart Church (with 3 years of initial support from TNC),https://dwsd.box.com/shared/static/cd18b0afape0pf4sc7maox92bdv6bpf5.jpg,,1.031,,Eastern Market,Drainage Credit,2018/05/01 00:00:00+00,,,,Yes,,,2019/07/01 00:00:00+00,Faith-Based,,,,c208dc8b-f333-4105-9bcd-7437478a5d44,District 5,https://dwsd.box.com/shared/static/gqoi2k2sjec4fpiui6ge2v1xvz3d8wgc.png,https://dwsd.box.com/shared/static/9a2i71d6k845tv5eom5mb50feuvwxecp.jpg,https://www.youtube.com/watch?v=OqFSDu5O3Vg&feature=youtu.be,https://detroitstormwater.org/projects/sacred-heart-church-parking-lot-gsi-retrofit-0,,https://dwsd.box.com/shared/static/1oiuxova3dosdgvzi9ovbf9a19cxgqs9.pdf,,,,,2019/11/01 00:00:00+00,,,SmithGroup JJR,
-9259802.5092,5225610.8273,781,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.12,This is a Diconnected Impervious project in Tri-Point.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.096,,Tri-Point,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Other,,,,4a0c6bbe-e23b-4772-958b-b87ca7d753b1,District 2,,,,https://detroitstormwater.org/projects/drainage-credit-project-134,,,,,,,1970/01/01 00:00:00+00,,,,
-9239724.5005,5225619.4238,782,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.06,This is a disconnected impervious project in Von Steuben.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.85,,Von Steuben,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,9947945f-0917-4824-9d49-20ad089d94a1,District 3,,,,https://detroitstormwater.org/projects/drainage-credit-project-140,,,,,,,1970/01/01 00:00:00+00,,,,
-9246018.5362,5227369.9484,783,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.123,This is a Diconnected Impervious project in Farwell.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.932,,Farwell,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,8a6659e8-6337-4a62-a124-dbd30785f1d3,District 3,,,,https://detroitstormwater.org/projects/drainage-credit-project-142,,,,,,,1970/01/01 00:00:00+00,,,,
-9244366.8129,5210497.0499,784,Drainage Credit Project,Drainage Credit,Green Roof,Yes,0.11,This is a Green Roof project in Downtown.,,,,https://dwsd.box.com/shared/static/s2d08iuk9tzf430uy2qe81iyzo64iw9u.png,,0.099,,Downtown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,baf3cb9c-faae-4ea9-9abc-6565a11cf362,District 5,,,,https://detroitstormwater.org/projects/drainage-credit-project-141,,,,,,,1970/01/01 00:00:00+00,,,,
-9251070.801,5218892.5603,785,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.22,This is a Diconnected Impervious project in Dexter-Linwood.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.179,,Dexter-Linwood,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,00c7f6c1-ea5c-4248-832d-08864d1f9981,District 5,,,,https://detroitstormwater.org/projects/drainage-credit-project-139,,,,,,,1970/01/01 00:00:00+00,,,,
-9249707.5275,5208430.9607,816,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.48,This is a disconnected impervious practice in Hubbard Farms.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.238,,Hubbard Farms,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,1ca2b4b3-61a2-4fb4-a8e0-088967d3df20,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-139,,,,,,,1970/01/01 00:00:00+00,,,,
-9250293.2508,5206182.786,817,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,2.26,This is a disconnected impervious practice in Delray.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.932,,Delray,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,aadef857-ade1-45e2-9a9e-af0de28e8fb6,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-140,,,,,,,1970/01/01 00:00:00+00,,,,
-9250124.2276,5206162.5033,818,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.07,This is a downspout disconnection practice in Delray.,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.062,,Delray,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,562d561e-4d51-45d6-9621-d4d781d55d6b,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-141,,,,,,,1970/01/01 00:00:00+00,,,,
-9231945.8814,5215143.1147,819,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.01,This is a downspout disconnection practice in Jefferson Chalmers.,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.005,,Jefferson Chalmers,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,5448a1b9-add3-4f3f-bcf4-9f607ba14b71,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-142,,,,,,,1970/01/01 00:00:00+00,,,,
-9261646.3621,5214202.9955,820,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.22,This is a disconnected impervious practice in Warren Ave Community.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.95,,Warren Ave Community,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,b6ab2991-2a4c-4ac1-9877-ee5657079573,District 7,,,,https://detroitstormwater.org/projects/drainage-credit-project-143,,,,,,,1970/01/01 00:00:00+00,,,,
-9265180.7822,5215672.6947,821,Drainage Credit Project,Drainage Credit,Bioretention,Yes,0.38,This is a bioretention practice in Franklin Park.,,,,https://dwsd.box.com/shared/static/acnxe9v6p0vwmy13ml1htk9yn601kpc7.png,,0.315,,Franklin Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,0e3d7acd-1a7f-4839-acbb-ddb7f8ba11a6,District 7,,,,https://detroitstormwater.org/projects/drainage-credit-project-144,,,,,,,1970/01/01 00:00:00+00,,,,
-9255968.5232,5216090.3609,822,Drainage Credit Project,Drainage Credit,Bioretention,Yes,1.72,This is a bioretention practice in Midwest.,,,,https://dwsd.box.com/shared/static/acnxe9v6p0vwmy13ml1htk9yn601kpc7.png,,0.752,,Midwest,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Industrial,,,,9c5e241e-6989-4bc5-8153-409b9e0afdb3,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-145,,,,,,,1970/01/01 00:00:00+00,,,,
-9243354.3344,5211711.8903,823,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.04,This is a disconnected impervious practice in Lafayette Park.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.036,,Lafayette Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,646e7c5c-acc3-4146-9549-8d5779df10ff,District 5,,,,https://detroitstormwater.org/projects/drainage-credit-project-146,,,,,,,1970/01/01 00:00:00+00,,,,
-9250515.6421,5210776.1512,824,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.02,This is a disconnected impervious practice in Chadsey Condon.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.015,,Chadsey Condon,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Industrial,,,,31640565-0e12-4fa7-892a-54ee5724eaef,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-147,,,,,,,1970/01/01 00:00:00+00,,,,
-9250550.5912,5210772.2679,825,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.07,This is a disconnected impervious practice in Chadsey Condon,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.036,,Chadsey Condon,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Industrial,,,,fafcb190-5a3e-4215-8739-3e15841fe251,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-148,,,,,,,1970/01/01 00:00:00+00,,,,
-9250580.4921,5210768.3847,826,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.05,This is a disconnected impervious practice in Chadsey Condon.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.03,,Chadsey Condon,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Industrial,,,,13c931ab-0e85-4d89-8235-8af4fe8db187,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-149,,,,,,,1970/01/01 00:00:00+00,,,,
-9246859.6553,5213390.2212,827,Drainage Credit Project,Drainage Credit,Permeable Pavement,Yes,0.04,This is a permeable pavement practice in Midtown.,,,,https://dwsd.box.com/shared/static/yd8c44rvf8ifgf8198ryxmd3h9qi1tda.png,,0.036,,Midtown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,b72f7667-f890-4bad-b236-e2a3cab8411b,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-150,,,,,,,1970/01/01 00:00:00+00,,,,
-9246853.4381,5213373.5124,828,Drainage Credit Project,Drainage Credit,Rain Barrel,Yes,0.07,This is a rain barrel practice in Midtown.,,,,https://dwsd.box.com/shared/static/zyhj0js8ijn6p8gbykz0vz8iaen0owqe.png,,0.064,,Midtown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,ee9e4a32-3176-44aa-a997-633c52c751fb,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-151,,,,,,,1970/01/01 00:00:00+00,,,,
-9246888.41,5213384.0039,829,Drainage Credit Project,Drainage Credit,Permeable Pavement,Yes,0.21,This is a permeable pavement practice in Midtown.,,,,https://dwsd.box.com/shared/static/yd8c44rvf8ifgf8198ryxmd3h9qi1tda.png,,0.192,,Midtown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,42fe6eaa-c779-4015-9c1a-c98cd84cff83,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-152,,,,,,,1970/01/01 00:00:00+00,,,,
-9246881.4156,5213363.4094,830,Drainage Credit Project,Drainage Credit,Rain Barrel,Yes,0.02,This is a rain barrel practice in Midtown.,,,,https://dwsd.box.com/shared/static/zyhj0js8ijn6p8gbykz0vz8iaen0owqe.png,,0.018,,Midtown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,4efcf8b1-f1fb-4572-bc1b-8a60cd1a82ca,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-153,,,,,,,1970/01/01 00:00:00+00,,,,
-9246873.6441,5213347.0892,831,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.01,This is a disconnected impervious practice in Midtown.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.007,,Midtown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,f58145e2-a78a-447d-a66c-443036cb38a5,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-154,,,,,,,1970/01/01 00:00:00+00,,,,
-9246824.5418,5213388.8997,832,Drainage Credit Project,Drainage Credit,Subsurface Detention,Yes,0.047,This is a subsurface detention practice in Midtown.,,,,https://dwsd.box.com/shared/static/uldtz56koe3t72ejm4ag6e2q1cm3la8l.png,,0.043,,Midtown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,0b2fd5cd-c1ec-4b8f-afe7-814e085d0d7c,District 6,,,,https://detroitstormwater.org/projects/drainage-credit-project-155,,,,,,,1970/01/01 00:00:00+00,,,,
