X,Y,OBJECTID,PROJECT_NAME,ASSET_CATEGORY,PRACTICE_TYPE,CREDIT_RECEIVED,ACRES_MANAGED,DESCRIPTION,DESIGNER,INSTALLER,MAINTAINER,MEDIA_URL,ADDITIONAL_PRACTICETYPE,GALLONS_MANAGED_MG,PRACTICE_AREA,NEIGHBORHOOD,PROJECT_REASON,DESIGN_DATE,PROJECT_COST,MAINTENANCE_COST,MAX_DEPTH,UNDERDRAIN,PIPE_DIAMETER,STORM_EVENT_SIZE,CONSTRUCTION_START,OWNER_TYPE,INVERT_PIPE_in,Latitude,Longitude,GlobalID,DISTRICT,MEDIA_URL2,MEDIA_URL3,VIDEO_URL,Project_Page_URL,DOC_URL2,DOC_URL1,Num_RainBarrells,Size_RainBarrel,Downspout_RainBarrel,Purpose_RainBarrels,Installation_Date,OTHER_PRACTICETYPE,Secondary_Project_Reason,Project_Engineer,DEPTH
-9240599.4458,5213756.8544,56,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.13,This is a Disconnected Impervious located in Islandview,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.1,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,b230679d-aac3-4cdd-884c-d0b6163aa278,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-72,,,,,,,1970/01/01 00:00:00+00,,,,
-9240593.086,5213743.6038,57,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.03,This is a Disconnected Impervious located in Islandview,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.023,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,f7b56a98-31b1-4ca3-b052-79f5767b3b36,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-41,,,,,,,1970/01/01 00:00:00+00,,,,
-9253666.61,5222587.9192,58,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.02,This is a Downspout Disconnection located in Pilgrim Village,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.015,,Pilgrim Village,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,15545174-0746-4d19-a771-b49e3dd18522,District 2,,,,http://detroitstormwater.org/projects/drainage-credit-project-65,,,,,,,1970/01/01 00:00:00+00,,,,
-9258626.2664,5217007.0984,59,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.01,This is a Downspout Disconnection located in Barton-McFarland,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.007,,Barton-McFarland,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,4bf5d814-3936-4d2c-b705-7cf5f3bf5ce7,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-42,,,,,,,1970/01/01 00:00:00+00,,,,
-9243665.4506,5219549.5031,60,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.02,This is a Downspout Disconnection located in Airport Sub,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.007,,Airport Sub,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,f3e0e557-4862-452a-b86b-95c222802997,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-54,,,,,,,1970/01/01 00:00:00+00,,,,
-9242149.1521,5225268.1229,61,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.03,This is a Downspout Disconnection located in Mount Olivet,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.019,,Mount Olivet,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,d615f831-7f27-4804-924e-2076dfdfffdf,District 3,,,,http://detroitstormwater.org/projects/drainage-credit-project-14,,,,,,,1970/01/01 00:00:00+00,,,,
-9233076.2442,5216870.2866,62,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.04,This is a Disconnected Impervious located in Jefferson Chalmers,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.03,,Jefferson Chalmers,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,2ac0b489-b990-4b1f-89a6-9348ce099b32,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-53,,,,,,,1970/01/01 00:00:00+00,,,,
-9244444.3814,5218044.8032,63,Drainage Credit Project,Drainage Credit,Water Harvesting,Yes,357.84,This is a Water Reuse located in Poletown East,,,,https://dwsd.box.com/shared/static/eq1rrsg10g5yyxasxgr9z577aqcbkc07.jpg,,204.598,,Poletown East,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,55bb10c6-9f64-4c96-915a-f555c7f373f6,District 5,https://dwsd.box.com/shared/static/9hp434swxir1q5fn0fr3zg5639wpigy7.jpg,https://dwsd.box.com/shared/static/kacj15h0kfqgg1wzqbucxxsmnh8k5xk9.jpg,,http://detroitstormwater.org/projects/drainage-credit-project-77,,,,,,,1970/01/01 00:00:00+00,,,,
-9254839.5101,5223769.5807,64,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.07,This is a Disconnected Impervious located in University District,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.054,,University District,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,0d5be25a-055d-4c7d-9fff-d397a88b9a94,District 2,,,,http://detroitstormwater.org/projects/drainage-credit-project-73,,,,,,,1970/01/01 00:00:00+00,,,,
-9254814.0128,5223714.4615,65,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.05,This is a Disconnected Impervious located in University District,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.041,,University District,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,f72b58aa-12c5-4ac3-ace1-4675974e57f4,District 2,,,,http://detroitstormwater.org/projects/drainage-credit-project-20,,,,,,,1970/01/01 00:00:00+00,,,,
-9242477.2511,5224673.8305,66,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.01,This is a Downspout Disconnection located in Grant,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.008,,Grant,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,8795aca6-3e81-45f2-a9c6-012891a89864,District 3,,,,http://detroitstormwater.org/projects/drainage-credit-project-0,,,,,,,1970/01/01 00:00:00+00,,,,
-9257624.8762,5219418.7991,67,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.04,This is a Downspout Disconnection located in Northwest Community,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.027,,Northwest Community,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,5ffc7e3c-f5cd-4567-8928-415f6f26f4d9,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-18,,,,,,,1970/01/01 00:00:00+00,,,,
-9258533.4136,5219922.1825,68,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.03,This is a Disconnected Impervious located in Happy Homes,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.074,,Happy Homes,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,10ac906c-ebca-4281-b36b-0403b930d002,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-2,,,,,,,1970/01/01 00:00:00+00,,,,
-9248187.4035,5210640.5792,69,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.5119,This is a Disconnected Impervious located in Corktown,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.43,,Corktown,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,68818b9f-978d-4f5b-a5ce-81e276d1ed33,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-45,,,,,,,1970/01/01 00:00:00+00,,,,
-9233983.7571,5214713.2474,70,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.6553,This is a Disconnected Impervious located in Jefferson Chalmers,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.43,,Jefferson Chalmers,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,ae6b27c5-4f05-4ca1-957a-00546274c944,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project,,,,,,,1970/01/01 00:00:00+00,,,,
-9259527.0149,5217878.5947,71,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.03,This is a Downspout Disconnection located in Paveway,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.016,,Paveway,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,f717468e-a3eb-4dc1-86f0-8ea71ca52232,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-51,,,,,,,1970/01/01 00:00:00+00,,,,
-9234800.0703,5217163.6957,72,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.353,This is a Downspout Disconnection located in Fox Creek,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.213,,Fox Creek,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,a8745e17-0661-4044-a12d-bfab75d1202b,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-68,,,,,,,1970/01/01 00:00:00+00,,,,
-9269375.5799,5221084.3281,73,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.0115,This is a Downspout Disconnection located in Brightmoor,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.008,,Brightmoor,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,1e0f870a-4288-42e1-a623-1c71572493ee,District 1,,,,http://detroitstormwater.org/projects/drainage-credit-project-11,,,,,,,1970/01/01 00:00:00+00,,,,
-9234817.1504,5218881.804,203,Green T,Private - No Credit,Bioretention,No,0.13,, , , ,https://dwsd.box.com/shared/static/acnxe9v6p0vwmy13ml1htk9yn601kpc7.png,,0.03,282,Fox Creek,,1970/01/01 00:00:00+00,,,0,,, ,1970/01/01 00:00:00+00,,,42.3854017375433,-82.958614794149,2c6af55c-d967-45de-8713-76835099d944,District 4,,,,http://detroitstormwater.org/projects/green-t,,,,,,,1970/01/01 00:00:00+00,,,,
-9246724.2468,5213794.2306,206,Willys Green Alley,Private - No Credit,Permeable Pavement,No,0.09,This is a Permeable Pavement located in Midtown,Kresge Foundation, , ,https://dwsd.box.com/shared/static/x7v7ra9p5f21sz1wknnr6fr9duppy7cu.jpg,,0.033,4000,Midtown,,1970/01/01 00:00:00+00,421000,,0,,, ,1970/01/01 00:00:00+00,Unknown,,42.3516028868666,-83.0647371893901,9d8e603d-e17d-4ac1-b260-2424de3a8d14,District 6,,,,http://detroitstormwater.org/projects/willys-green-alley,,,,,,,1970/01/01 00:00:00+00,,,,
-9239394.676,5217600.6348,217,GLRI shoreline cities raingarden,Private - No Credit,Rain Garden,No,0.02,This is a Rain Garden located in Gratiot Woods,The Greening of Detroit,The Greening of Detroit,The Greening of Detroit,https://dwsd.box.com/shared/static/7z9oqtk6g1tt22r1d1spb8zou1k0bro6.jpg,,0,1600,Gratiot Woods,,2015/05/01 04:00:00+00,10154.38,2500,1.5,No,, ,2015/09/01 04:00:00+00,"Municipal (libraries, recreation centers, etc.)",,42.3768676543119,-82.9988945346334,bdf8e92b-ac14-4ef8-ace5-a2de7e4c642b,District 5,,,,http://detroitstormwater.org/projects/glri-shoreline-cities-raingarden-6,,,,,,,1970/01/01 00:00:00+00,,,,
-9238858.8332,5217484.6518,218,GLRI shoreline cities raingarden,Private - No Credit,Rain Garden,No,0.02,This is a Rain Garden located in Gratiot Woods,The Greening of Detroit,The Greening of Detroit,The Greening of Detroit,https://dwsd.box.com/shared/static/5qypta73w6d2ft1c2f1v2iil2uemipa8.jpg,,0,1600,Gratiot Woods,,2015/05/01 04:00:00+00,10154.38,2500,1.5,No,, ,2015/09/01 04:00:00+00,"Municipal (libraries, recreation centers, etc.)",,42.376097974551,-82.9940809768621,9aca502d-a9d1-4541-916e-1050546e0fdc,District 4,,,,http://detroitstormwater.org/projects/glri-shoreline-cities-raingarden,,,,,,,1970/01/01 00:00:00+00,,,,
-9238984.5007,5217739.113,219,GLRI shoreline cities raingarden,Private - No Credit,Rain Garden,No,0.004,This is a Rain Garden located in Gratiot Woods,The Greening of Detroit,The Greening of Detroit,The Greening of Detroit,https://dwsd.box.com/shared/static/f7n1vz218loe8wzzcoe6pld1zn2ddgfc.jpg,,0,400,Gratiot Woods,,2015/05/01 04:00:00+00,10154.38,2500,1.5,No,, ,2015/09/01 04:00:00+00,"Municipal (libraries, recreation centers, etc.)",,42.3777866030789,-82.9952098672218,2aa8d7bc-583c-447a-8c84-6d3a28c6bf92,District 4,,,,http://detroitstormwater.org/projects/glri-shoreline-cities-raingarden-5,,,,,,,1970/01/01 00:00:00+00,,,,
-9238791.7993,5217369.4908,220,GLRI shoreline cities raingarden,Private - No Credit,Rain Garden,No,0.05,This is a Rain Garden located in Gratiot Woods,The Greening of Detroit,The Greening of Detroit,The Greening of Detroit,https://dwsd.box.com/shared/static/1ryqe8zjt0z99uip4wu3cvaoyhtnbqfs.jpg,,0.02,400,Gratiot Woods,,2015/05/01 04:00:00+00,10154.38,2500,1.5,No,, ,2015/09/01 04:00:00+00,"Municipal (libraries, recreation centers, etc.)",,42.3753337403663,-82.9934788010928,d7c275d1-8cb4-4e4b-8736-6bdf26466f6b,District 4,,,,http://detroitstormwater.org/projects/glri-shoreline-cities-raingarden-4,,,,,,,1970/01/01 00:00:00+00,,,,
-9238750.6612,5217284.4978,221,GLRI shoreline cities raingarden,Private - No Credit,Rain Garden,No,0.02,This is a Rain Garden located in Gratiot Woods,The Greening of Detroit,The Greening of Detroit,The Greening of Detroit,https://dwsd.box.com/shared/static/e410ggtz4h6gn15ouvqg7cerr8v29tvc.jpg,,0,1600,Gratiot Woods,,2015/05/01 04:00:00+00,10154.38,2500,1.5,No,, ,2015/09/01 04:00:00+00,"Municipal (libraries, recreation centers, etc.)",,42.3747697018204,-82.9931092512529,6bc2290f-ce4c-4f67-9684-2f01ae2c1357,District 4,,,,http://detroitstormwater.org/projects/glri-shoreline-cities-raingarden-2,,,,,,,1970/01/01 00:00:00+00,,,,
-9238944.0242,5217670.6043,222,GLRI shoreline cities raingarden,Private - No Credit,Rain Garden,No,0.007,This is a Rain Garden located in Gratiot Woods,The Greening of Detroit,The Greening of Detroit,The Greening of Detroit,https://dwsd.box.com/shared/static/gn68lkk8o9rohclpueehwawqsoizqh6k.png,,0,400,Gratiot Woods,,2015/05/01 04:00:00+00,10154.38,2500,1.5,No,, ,2015/09/01 04:00:00+00,"Municipal (libraries, recreation centers, etc.)",,42.3773319773497,-82.9948462606358,aba2e632-bc8f-427d-bfd6-4c5a2f93b1d1,District 4,,,,http://detroitstormwater.org/projects/glri-shoreline-cities-raingarden-3,,,,,,,1970/01/01 00:00:00+00,,,,
-9239709.6492,5217705.3354,223,GLRI shoreline cities raingarden,Private - No Credit,Rain Garden,No,0.03,This is a Rain Garden located in Gratiot Woods,The Greening of Detroit,The Greening of Detroit,The Greening of Detroit,https://dwsd.box.com/shared/static/4h4wl935ydknbouet8gyhilggmll2lbz.jpg,,0.014,1500,Gratiot Woods,,2015/05/01 04:00:00+00,10154.38,2500,1.5,,, ,2015/09/01 04:00:00+00,,,42.3775624543526,-83.0017239870298,fa7ff721-fedc-488d-bd42-24c678c90aa0,District 5,,,,http://detroitstormwater.org/projects/glri-shoreline-cities-raingarden-1,,,,,,,1970/01/01 00:00:00+00,,,,
-9239320.3666,5214459.2739,258,West Village Association,Private - No Credit,Bioretention,No,0.007,,Detroit Future City, , ,https://dwsd.box.com/shared/static/acnxe9v6p0vwmy13ml1htk9yn601kpc7.png,,0,225,West Village,,2015/11/01 04:00:00+00,1000,,1.5,,, ,2016/03/01 05:00:00+00,Non-Profit,,42.3560178022468,-82.9982270019356,2900e21e-b8a2-4918-9577-221de089de33,District 5,,,,http://detroitstormwater.org/projects/west-village-association,,,,,,,1970/01/01 00:00:00+00,,,,
-9244523.1964,5216314.0614,264,GLRI - RecoveryPark,Private - No Credit,Stormwater/Constructed Wetlands,No,0.3,This is a Stormwater/constructed wetlands located in Poletown East,Mannik Smith Group, ,RecoveryPark,https://dwsd.box.com/shared/static/rxmfe4bgi2njoyma3ve102mad2rtrxgm.jpg,,0.03,773768,Poletown East,,2013/06/01 04:00:00+00,,,8,,,2 year,2016/08/01 04:00:00+00,,,42.368329241326,-83.0449648172357,2fc66b3a-8b4e-4ce9-8920-5c9109279f26,District 5,https://dwsd.box.com/shared/static/ohft29gxg66nr7qvml61jwyod5kdjjor.jpg,https://dwsd.box.com/shared/static/ufbejjp6ko81wnxl8ijwq2v0qjbcnmq2.jpg,,http://detroitstormwater.org/projects/glri-recoverypark,,,,,,,1970/01/01 00:00:00+00,,,,
-9264485.0279,5215266.6225,266,Stein Park bioswale,Private - No Credit,Bioswale,No,0.11,This is a Bioswale located in Franklin Park,Giffels-Webster Engineering,Greening of Detroit,The Greening of Detroit,https://dwsd.box.com/shared/static/xh1i6rytpgxdyr21dnsq3b6mt5c9te3i.png,,0.11,5000,Franklin Park,,2018/01/15 05:00:00+00,52000,1200,1.5,No,,10,2018/05/15 04:00:00+00,"Municipal (libraries, recreation centers, etc.)",,42.3613770000223,-83.2242850005904,cca7c850-4aec-49cc-afea-ffb29342d24f,District 7,,,,http://detroitstormwater.org/projects/stein-park-bioswale,,,,,,,1970/01/01 00:00:00+00,,,,
-9236568.2804,5220216.0251,605,Chandler Park,Drainage Credit,Disconnected Impervious,Yes,2.13,This is a Disconnected Impervious located in Chandler Park,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.794,,Chandler Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,4da19818-bf8d-4d67-a53e-7662bef037bb,District 4,,,,http://detroitstormwater.org/projects/chandler-park,,,,,,,1970/01/01 00:00:00+00,,,,
-9240690.3815,5213715.4971,606,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.07,This is a Downspout Disconnection located in Islandview,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,Disconected Impervious,0.057,,Islandview,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,635383d7-f693-4a26-8e7e-017c08ae8f28,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-1,,,,,,,1970/01/01 00:00:00+00,,,,
-9254797.0403,5207283.8042,607,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.4698,This is a Disconnected Impervious located in Springwells,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.246,,Springwells,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,1748a4ea-6b55-4c89-9bb0-a329ebfd62dc,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-61,,,,,,,1970/01/01 00:00:00+00,,,,
-9246107.3485,5215168.0203,608,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.9515,This is a Disconnected Impervious located in Cultural Center,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.728,,Cultural Center,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,22d42cbb-e53c-4d6b-95a3-b6c719cf03d2,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-66,,,,,,,1970/01/01 00:00:00+00,,,,
-9259789.3759,5217814.0382,609,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.03,This is a Downspout Disconnection located in Paveway,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.013,,Paveway,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,5db46f2f-c55c-4c80-b02a-11711968fa84,District 7,,,,http://detroitstormwater.org/projects/drainage-credit-project-8,,,,,,,1970/01/01 00:00:00+00,,,,
-9252658.742,5206199.3023,610,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.181,This is a Downspout Disconnection located in Delray,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.124,,Delray,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,fb0cd0fd-6f59-42ec-b906-64ac22869188,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-29,,,,,,,1970/01/01 00:00:00+00,,,,
-9246653.3673,5215436.5152,611,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.1074,This is a Downspout Disconnection located in Cultural Center,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.069,,Cultural Center,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,a4b08ab1-cef6-4376-ab13-0a16b1fc812b,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-5,,,,,,,1970/01/01 00:00:00+00,,,,
-9246641.4754,5215442.432,612,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.1217,This is a Downspout Disconnection located in Cultural Center,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.073,,Cultural Center,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,c076959b-b503-44ae-bdc9-875639e6bd2a,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-47,,,,,,,1970/01/01 00:00:00+00,,,,
-9264371.2494,5222111.0094,613,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.593,This is a Disconnected Impervious located in North Rosedale Park,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.563,,North Rosedale Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,98478694-b011-4363-ad84-64c6283e544e,District 1,,,,http://detroitstormwater.org/projects/drainage-credit-project-30,,,,,,,1970/01/01 00:00:00+00,,,,
-9242972.886,5212864.4971,614,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.31,This is a Disconnected Impervious located in Elmwood Park.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.256,,Elmwood Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,2bf18183-bf9c-4211-a558-61ddcf757b6c,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-26,,,,,,,1970/01/01 00:00:00+00,,,,
-9243159.994,5212901.2034,615,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.05,This is a Disconnected Impervious located in Elmwood Park,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.039,,Elmwood Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,de64bc84-aebc-4042-a338-bce7bf1c213f,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-67,,,,,,,1970/01/01 00:00:00+00,,,,
-9264414.927,5222109.4498,618,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.057,This is a Downspout Disconnection located in North Rosedale Park,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.037,,North Rosedale Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,d6689bfc-dbed-4daf-8785-71c9c11cbcd4,District 1,,,,http://detroitstormwater.org/projects/drainage-credit-project-39,,,,,,,1970/01/01 00:00:00+00,,,,
-9242258.3905,5222689.4086,619,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.87,This is a Disconnected Impervious located in Airport Sub,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.381,,Airport Sub,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,55b4dc29-9c12-44c2-bce3-717587ec71ef,District 3,,,,http://detroitstormwater.org/projects/drainage-credit-project-38,,,,,,,1970/01/01 00:00:00+00,,,,
-9242200.464,5222686.3264,620,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.69,This is a Downspout Disconnection located in Airport Sub,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.042,,Airport Sub,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,085b6e69-3b0f-47c5-b522-1f2fc19774cf,District 3,,,,http://detroitstormwater.org/projects/drainage-credit-project-13,,,,,,,1970/01/01 00:00:00+00,,,,
-9232248.9798,5216096.3417,621,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.01,This is a private GSI practice that uses disconnected impervious area.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.012,,Jefferson Chalmers,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,66db561e-a787-4014-842b-16229c065067,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-10,,,,,,,1970/01/01 00:00:00+00,,,,
-9245415.2033,5224688.2339,622,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.64,This is a private GSI practice for DWSD drainage credit. This practices uses disconnected impervious area.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.545,,Davison,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,4eb87735-92fa-4de5-bbf5-6dc6e6348363,District 3,,,,http://detroitstormwater.org/projects/drainage-credit-project-36,,,,,,,1970/01/01 00:00:00+00,,,,
-9249936.8773,5225956.373,623,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.06,This is a Downspout Disconnection located in Hawthorne Park.,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.014,,Hawthorne Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,f5ce3aef-bfa8-4d26-821f-6d6ec8295559,District 3,,,,http://detroitstormwater.org/projects/drainage-credit-project-35,,,,,,,1970/01/01 00:00:00+00,,,,
